temperature,humidity,wind_speed,pressure,rainfall,disaster_type,risk
38,25,30,997,271,Wildfire,Extreme
10,90,27,996,251,Landslide,Extreme
19,33,14,1014,366,Earthquake,Extreme
40,86,17,1009,498,Cyclone,Extreme
32,22,45,990,50,Earthquake,Medium
50,53,12,997,40,Wildfire,Medium
41,87,41,997,368,Wildfire,Extreme
29,96,8,1002,143,Flood,High
16,84,8,994,45,Cyclone,Medium
37,97,24,980,348,Cyclone,Extreme
34,91,8,999,228,Landslide,Extreme
38,83,7,1001,19,Wildfire,Medium
33,61,44,1021,178,Wildfire,High
14,67,22,1010,261,Cyclone,Extreme
32,36,22,999,345,Landslide,Extreme
43,64,42,986,47,Landslide,Medium
33,44,24,983,275,Flood,Extreme
19,26,30,1000,445,Wildfire,Extreme
16,60,37,997,109,Wildfire,Medium
17,45,30,1021,269,Wildfire,Extreme
50,51,27,1002,217,Flood,Extreme
49,92,10,1010,45,Wildfire,Medium
12,30,1,1006,13,Flood,Low
24,57,33,995,15,Flood,Low
19,27,18,994,365,Earthquake,Extreme
48,69,24,1012,329,Flood,Extreme
37,93,43,1025,455,Landslide,Extreme
18,58,37,1001,429,Flood,Extreme
33,39,29,1000,126,Flood,Medium
24,45,15,984,238,Landslide,High
21,83,29,1024,359,Cyclone,Extreme
35,49,21,981,378,Wildfire,Extreme
28,77,20,986,87,Landslide,Medium
42,80,29,1022,203,Flood,Extreme
29,93,45,980,41,Flood,Medium
16,81,21,995,481,Cyclone,Extreme
26,77,42,984,121,Cyclone,High
50,86,23,1003,118,Cyclone,High
49,47,2,1017,436,Earthquake,Extreme
23,94,1,992,285,Earthquake,Extreme
34,48,34,1010,163,Cyclone,High
23,36,30,1018,271,Wildfire,Extreme
38,81,10,1003,363,Cyclone,Extreme
32,91,44,1007,88,Wildfire,High
47,49,10,990,287,Wildfire,Extreme
32,98,15,1024,78,Flood,Medium
23,51,30,991,235,Landslide,Extreme
40,100,30,991,192,Landslide,Extreme
17,37,26,987,230,Landslide,High
39,44,44,998,129,Cyclone,High
43,49,30,1013,173,Cyclone,High
31,48,10,981,300,Cyclone,Extreme
37,22,39,1021,492,Cyclone,Extreme
21,52,40,1017,413,Landslide,Extreme
28,55,13,983,286,Landslide,Extreme
50,90,36,1025,368,Cyclone,Extreme
28,89,10,1023,211,Flood,High
39,53,27,1018,230,Wildfire,Extreme
27,92,4,1019,86,Landslide,Medium
49,69,8,1016,175,Landslide,High
36,77,5,989,485,Landslide,Extreme
27,87,20,989,9,Landslide,Medium
44,80,27,988,177,Flood,Extreme
45,73,14,1025,74,Cyclone,Medium
39,92,5,988,231,Cyclone,Extreme
11,66,29,999,363,Flood,Extreme
13,92,44,1003,2,Earthquake,Medium
38,32,25,1018,358,Earthquake,Extreme
48,56,13,1023,481,Cyclone,Extreme
40,88,37,995,248,Earthquake,Extreme
42,34,16,982,378,Wildfire,Extreme
20,87,10,1014,132,Wildfire,Medium
22,65,42,1006,322,Wildfire,Extreme
13,71,32,1023,81,Flood,Medium
24,34,18,985,228,Cyclone,High
19,44,11,995,459,Cyclone,Extreme
34,36,20,1025,187,Cyclone,High
15,93,40,989,82,Wildfire,High
42,27,35,997,375,Landslide,Extreme
32,42,26,1022,360,Landslide,Extreme
18,35,29,997,465,Earthquake,Extreme
23,24,42,985,473,Wildfire,Extreme
43,37,11,1025,124,Earthquake,Medium
44,36,16,984,166,Earthquake,High
27,86,4,991,214,Wildfire,High
38,51,11,985,261,Landslide,Extreme
25,98,18,997,416,Cyclone,Extreme
34,41,7,1006,453,Earthquake,Extreme
10,25,16,1009,371,Earthquake,Extreme
14,95,13,995,458,Landslide,Extreme
42,44,17,1025,373,Cyclone,Extreme
37,34,2,983,437,Cyclone,Extreme
19,32,14,988,412,Flood,Extreme
26,23,9,986,428,Cyclone,Extreme
16,36,29,983,284,Cyclone,Extreme
27,55,11,996,344,Wildfire,Extreme
12,24,44,999,291,Landslide,Extreme
16,92,11,1006,281,Landslide,Extreme
30,56,36,985,29,Wildfire,Medium
18,48,27,1013,429,Cyclone,Extreme
38,37,8,1011,391,Earthquake,Extreme
46,66,3,997,98,Flood,Medium
27,61,21,1017,141,Wildfire,Medium
36,35,22,1013,212,Wildfire,High
14,34,5,1000,116,Wildfire,Medium
27,56,5,1010,51,Flood,Low
11,50,3,983,447,Wildfire,Extreme
10,93,9,1012,434,Landslide,Extreme
13,82,24,990,100,Cyclone,Medium
13,91,40,1017,452,Flood,Extreme
36,75,36,1016,177,Flood,High
37,71,44,991,2,Flood,Medium
10,68,16,991,211,Wildfire,High
14,25,34,1003,323,Wildfire,Extreme
42,67,42,989,21,Landslide,Medium
34,49,10,993,144,Cyclone,Medium
39,39,27,1012,274,Landslide,Extreme
43,50,16,981,368,Wildfire,Extreme
10,100,18,981,411,Landslide,Extreme
24,65,44,999,354,Cyclone,Extreme
16,78,5,987,485,Earthquake,Extreme
40,79,5,1009,477,Landslide,Extreme
26,66,41,1025,56,Earthquake,Medium
28,59,40,981,42,Earthquake,Medium
39,24,16,1023,360,Wildfire,Extreme
46,75,18,1013,218,Cyclone,Extreme
48,22,28,984,278,Earthquake,Extreme
31,61,1,1017,145,Flood,Medium
16,86,42,1009,195,Landslide,Extreme
27,85,45,987,456,Cyclone,Extreme
43,40,18,1013,272,Earthquake,Extreme
25,92,9,993,148,Earthquake,High
16,32,23,1007,390,Cyclone,Extreme
13,74,12,1016,463,Cyclone,Extreme
42,30,18,1000,156,Earthquake,High
11,92,40,1015,238,Earthquake,Extreme
47,27,39,1025,2,Earthquake,Low
26,27,18,984,79,Cyclone,Medium
50,33,1,1003,267,Landslide,Extreme
29,83,28,1011,18,Cyclone,Medium
31,87,45,1009,463,Earthquake,Extreme
22,84,7,988,391,Earthquake,Extreme
39,26,7,1018,217,Wildfire,High
36,35,42,1008,314,Flood,Extreme
19,97,29,995,15,Wildfire,Medium
21,76,37,983,346,Wildfire,Extreme
36,39,23,982,225,Cyclone,Extreme
43,47,42,1000,49,Wildfire,Medium
50,28,5,1024,118,Wildfire,Medium
16,72,34,1025,377,Landslide,Extreme
10,77,42,990,35,Flood,Medium
15,43,7,1001,21,Cyclone,Low
11,48,37,1022,382,Wildfire,Extreme
50,84,3,987,272,Landslide,Extreme
36,31,13,988,438,Cyclone,Extreme
46,50,18,992,7,Wildfire,Low
17,79,17,1019,226,Cyclone,High
10,56,8,981,182,Cyclone,High
38,94,33,1025,195,Flood,Extreme
12,91,18,1010,193,Wildfire,High
35,71,32,1007,94,Earthquake,Medium
43,72,33,995,4,Flood,Medium
31,39,38,1014,389,Flood,Extreme
38,25,13,1002,332,Cyclone,Extreme
26,68,42,1004,116,Wildfire,High
10,33,27,1014,51,Flood,Low
11,71,6,1000,356,Wildfire,Extreme
47,63,18,1004,355,Cyclone,Extreme
34,51,7,1022,114,Cyclone,Medium
34,93,29,1017,342,Earthquake,Extreme
21,98,19,1000,42,Earthquake,Medium
28,62,38,987,432,Earthquake,Extreme
21,89,39,1013,113,Cyclone,High
14,93,15,997,297,Landslide,Extreme
31,90,28,996,385,Landslide,Extreme
19,30,16,984,154,Flood,Medium
28,33,23,1024,418,Wildfire,Extreme
37,51,32,985,139,Landslide,High
17,26,8,981,376,Cyclone,Extreme
38,61,35,1022,189,Wildfire,High
18,98,30,996,226,Landslide,Extreme
23,43,23,982,474,Cyclone,Extreme
45,33,17,984,54,Earthquake,Medium
26,71,16,1000,114,Flood,Medium
27,25,16,1002,320,Landslide,Extreme
21,24,45,980,198,Landslide,High
37,70,41,1023,400,Landslide,Extreme
17,70,44,994,372,Landslide,Extreme
41,37,5,984,313,Earthquake,Extreme
44,45,4,986,85,Flood,Medium
17,74,27,985,477,Cyclone,Extreme
11,63,42,984,326,Earthquake,Extreme
12,81,13,992,439,Landslide,Extreme
33,74,36,1023,33,Flood,Medium
21,89,4,991,303,Cyclone,Extreme
37,28,14,1014,380,Landslide,Extreme
46,30,39,1004,491,Flood,Extreme
46,39,9,997,479,Earthquake,Extreme
14,59,17,1012,354,Cyclone,Extreme
21,52,44,1007,283,Landslide,Extreme
33,100,20,1006,133,Landslide,High
26,23,43,992,365,Earthquake,Extreme
15,70,40,980,244,Earthquake,Extreme
45,66,11,985,491,Wildfire,Extreme
50,48,13,1025,396,Flood,Extreme
37,79,25,989,204,Landslide,Extreme
42,71,3,987,21,Wildfire,Medium
21,94,28,990,154,Landslide,High
45,84,44,984,177,Wildfire,Extreme
21,24,37,1005,336,Cyclone,Extreme
13,56,14,988,170,Earthquake,High
44,88,41,985,185,Flood,Extreme
21,52,25,985,269,Landslide,Extreme
37,27,22,987,126,Wildfire,Medium
28,86,27,982,69,Earthquake,Medium
30,50,44,1008,90,Earthquake,Medium
35,38,5,1005,207,Earthquake,High
29,38,44,1013,188,Flood,High
31,81,33,1024,299,Flood,Extreme
15,55,25,1007,417,Earthquake,Extreme
20,52,24,980,210,Flood,High
27,50,26,1012,165,Earthquake,High
25,44,1,1015,460,Wildfire,Extreme
38,51,16,1025,277,Cyclone,Extreme
38,71,37,1017,135,Landslide,High
42,87,36,1004,326,Landslide,Extreme
36,54,20,1014,162,Cyclone,High
42,35,27,1019,113,Cyclone,Medium
32,54,19,1025,345,Landslide,Extreme
22,70,26,1024,121,Earthquake,Medium
17,27,17,990,166,Flood,Medium
42,71,30,1019,482,Landslide,Extreme
39,84,27,1005,397,Wildfire,Extreme
12,69,40,1003,230,Landslide,Extreme
40,96,34,994,110,Cyclone,High
42,72,38,1000,261,Landslide,Extreme
13,26,9,992,270,Cyclone,High
36,84,43,1007,16,Cyclone,Medium
24,37,23,986,273,Flood,Extreme
41,37,31,997,116,Flood,Medium
12,40,40,1002,16,Landslide,Low
36,46,20,999,2,Cyclone,Low
37,36,13,1005,123,Cyclone,Medium
35,32,42,1024,294,Flood,Extreme
40,100,6,1016,23,Wildfire,Medium
43,34,43,986,98,Landslide,High
26,76,13,1019,182,Cyclone,High
37,58,26,1008,295,Wildfire,Extreme
16,48,39,998,47,Flood,Medium
28,51,14,998,39,Wildfire,Low
24,25,14,998,262,Cyclone,High
35,99,14,1011,14,Cyclone,Medium
25,97,1,1025,209,Cyclone,High
42,79,38,1015,326,Wildfire,Extreme
21,79,20,1015,155,Earthquake,High
43,97,41,990,458,Earthquake,Extreme
32,70,35,986,142,Flood,High
47,35,39,1010,186,Cyclone,High
15,86,41,1002,388,Earthquake,Extreme
18,73,24,1016,142,Earthquake,High
28,58,30,989,472,Wildfire,Extreme
10,53,16,983,294,Flood,Extreme
45,95,17,1023,315,Earthquake,Extreme
23,92,25,1012,201,Earthquake,High
10,83,25,1014,418,Earthquake,Extreme
34,61,13,1010,234,Wildfire,High
41,38,10,1024,358,Flood,Extreme
15,32,6,997,19,Earthquake,Low
18,97,32,997,285,Cyclone,Extreme
41,85,13,1003,433,Wildfire,Extreme
12,91,14,1003,196,Cyclone,High
21,97,35,1015,226,Landslide,Extreme
12,23,18,983,327,Landslide,Extreme
24,27,25,1005,53,Wildfire,Low
22,59,29,1010,367,Wildfire,Extreme
12,84,43,989,248,Flood,Extreme
26,33,25,989,282,Flood,Extreme
32,75,36,983,405,Flood,Extreme
38,79,14,992,487,Cyclone,Extreme
23,76,7,980,257,Wildfire,Extreme
24,26,8,1005,207,Wildfire,High
37,89,5,1019,377,Cyclone,Extreme
50,64,15,1003,250,Cyclone,Extreme
28,47,45,1023,193,Earthquake,High
22,74,33,1008,334,Landslide,Extreme
42,95,11,985,484,Earthquake,Extreme
43,42,9,1010,101,Cyclone,Medium
15,47,12,996,269,Earthquake,High
17,20,7,1004,472,Flood,Extreme
17,34,30,994,106,Cyclone,Medium
28,50,43,983,336,Cyclone,Extreme
50,58,7,1021,26,Cyclone,Low
33,22,31,1008,480,Wildfire,Extreme
38,96,32,984,153,Wildfire,Extreme
23,50,25,1005,193,Earthquake,High
19,55,7,1012,344,Landslide,Extreme
24,55,43,984,184,Wildfire,High
40,78,33,991,230,Landslide,Extreme
13,69,1,1006,342,Flood,Extreme
29,79,42,1013,202,Wildfire,Extreme
10,59,7,1015,438,Cyclone,Extreme
46,84,38,1010,5,Landslide,Medium
28,78,17,1005,196,Earthquake,High
25,31,37,992,390,Cyclone,Extreme
47,49,32,996,334,Earthquake,Extreme
20,95,23,1019,473,Wildfire,Extreme
43,72,41,994,191,Earthquake,Extreme
37,73,10,1009,210,Wildfire,High
27,61,18,984,204,Flood,High
11,75,2,1021,176,Cyclone,Medium
13,26,2,1005,327,Wildfire,Extreme
47,92,8,1004,248,Earthquake,Extreme
32,27,10,1020,192,Flood,High
18,67,15,981,50,Flood,Medium
13,70,26,1012,394,Flood,Extreme
34,26,12,1014,140,Wildfire,Medium
10,83,31,1006,130,Wildfire,High
39,84,28,980,214,Flood,Extreme
25,37,11,1010,57,Flood,Low
35,30,17,984,341,Wildfire,Extreme
26,55,6,985,336,Earthquake,Extreme
24,98,25,1024,399,Flood,Extreme
39,61,37,986,315,Cyclone,Extreme
44,52,7,982,263,Landslide,Extreme
17,61,12,992,117,Wildfire,Medium
19,76,28,990,417,Wildfire,Extreme
15,76,18,999,25,Wildfire,Low
32,46,18,1020,330,Flood,Extreme
50,65,1,1001,142,Wildfire,High
17,37,30,1008,499,Wildfire,Extreme
15,81,41,983,305,Flood,Extreme
36,87,37,991,141,Wildfire,High
38,74,19,1002,305,Cyclone,Extreme
27,69,9,996,367,Earthquake,Extreme
39,58,43,983,437,Earthquake,Extreme
36,93,40,985,231,Earthquake,Extreme
33,33,44,1012,402,Landslide,Extreme
39,53,19,1006,422,Earthquake,Extreme
16,20,25,1014,35,Flood,Low
42,72,22,1020,148,Landslide,High
29,58,21,1014,168,Earthquake,High
24,68,35,982,40,Wildfire,Medium
30,66,23,1017,337,Cyclone,Extreme
42,35,14,989,363,Flood,Extreme
22,46,41,1023,459,Earthquake,Extreme
30,93,13,1017,398,Landslide,Extreme
23,30,38,1015,274,Flood,Extreme
49,63,20,998,197,Flood,High
15,60,39,1001,188,Landslide,High
21,71,11,1013,21,Wildfire,Low
35,97,39,993,23,Wildfire,Medium
11,51,5,991,347,Wildfire,Extreme
29,52,31,1001,423,Flood,Extreme
44,86,20,1015,452,Landslide,Extreme
20,43,19,991,275,Cyclone,Extreme
41,21,7,1010,268,Landslide,High
33,76,4,981,146,Flood,High
29,76,34,989,35,Landslide,Medium
31,92,3,1019,206,Flood,High
20,70,30,1016,48,Cyclone,Medium
17,82,25,996,373,Wildfire,Extreme
32,43,29,1009,245,Landslide,Extreme
37,93,24,1019,445,Flood,Extreme
21,94,21,991,493,Wildfire,Extreme
33,43,31,987,430,Cyclone,Extreme
29,66,43,981,111,Wildfire,High
22,51,29,997,257,Wildfire,Extreme
20,95,36,1014,74,Flood,Medium
29,69,44,1005,33,Wildfire,Medium
18,53,13,1007,324,Cyclone,Extreme
44,37,32,988,29,Flood,Medium
48,88,45,997,278,Flood,Extreme
16,54,31,1024,239,Earthquake,High
28,75,21,1022,462,Landslide,Extreme
40,42,7,1025,121,Cyclone,Medium
39,60,12,998,135,Earthquake,High
42,62,30,999,28,Wildfire,Medium
14,90,44,1014,344,Cyclone,Extreme
41,84,10,1022,371,Flood,Extreme
27,71,20,985,360,Wildfire,Extreme
35,40,19,1011,493,Wildfire,Extreme
25,99,20,998,200,Flood,Extreme
34,54,18,1016,444,Cyclone,Extreme
34,57,13,985,295,Earthquake,Extreme
29,98,38,993,29,Landslide,Medium
49,31,19,1019,218,Landslide,High
50,40,13,981,121,Flood,High
10,71,31,1021,39,Earthquake,Low
33,36,18,991,51,Cyclone,Medium
22,95,22,1017,109,Flood,Medium
13,95,9,1024,413,Earthquake,Extreme
45,30,41,989,139,Flood,High
49,69,14,1012,150,Cyclone,High
45,69,25,1000,485,Earthquake,Extreme
25,65,9,983,261,Cyclone,Extreme
40,59,43,984,205,Landslide,Extreme
48,76,32,1013,388,Flood,Extreme
23,82,41,1004,8,Cyclone,Medium
40,95,38,1016,198,Landslide,Extreme
35,98,26,1003,279,Cyclone,Extreme
50,81,15,983,423,Wildfire,Extreme
41,80,27,1019,315,Flood,Extreme
41,35,35,1016,72,Landslide,Medium
15,91,22,1020,492,Earthquake,Extreme
10,60,36,982,283,Landslide,Extreme
23,59,13,990,32,Landslide,Low
23,87,15,983,378,Earthquake,Extreme
28,100,33,981,389,Wildfire,Extreme
22,59,45,1016,259,Landslide,Extreme
36,45,6,986,97,Landslide,Medium
18,85,29,994,17,Earthquake,Medium
19,77,5,997,265,Landslide,Extreme
30,31,9,984,45,Cyclone,Low
28,70,29,1009,69,Cyclone,Medium
15,62,34,983,178,Earthquake,High
24,79,4,1011,364,Wildfire,Extreme
36,73,1,996,360,Flood,Extreme
24,77,42,1017,103,Cyclone,High
10,90,45,1021,251,Flood,Extreme
35,72,7,984,430,Earthquake,Extreme
15,93,40,1022,326,Wildfire,Extreme
50,29,25,1012,67,Flood,Medium
24,95,40,980,233,Earthquake,Extreme
36,69,1,1022,460,Cyclone,Extreme
17,80,13,984,26,Earthquake,Medium
49,86,24,1024,114,Earthquake,High
16,48,31,983,160,Landslide,High
48,41,29,986,186,Cyclone,High
21,67,5,982,214,Cyclone,High
15,20,14,1011,441,Wildfire,Extreme
17,93,8,1005,379,Earthquake,Extreme
42,55,14,989,391,Wildfire,Extreme
48,31,39,980,162,Wildfire,High
34,29,26,1001,37,Flood,Low
20,24,24,1011,113,Flood,Medium
31,94,43,1022,466,Earthquake,Extreme
12,91,24,990,91,Cyclone,Medium
37,39,44,995,271,Wildfire,Extreme
32,70,42,1021,139,Wildfire,High
18,28,7,1002,80,Landslide,Low
13,68,10,1018,261,Earthquake,High
45,44,26,1009,261,Landslide,Extreme
37,95,30,996,259,Earthquake,Extreme
35,28,24,1001,433,Cyclone,Extreme
16,28,38,1013,143,Wildfire,Medium
15,96,5,1013,401,Landslide,Extreme
11,44,14,1014,427,Wildfire,Extreme
20,73,44,981,263,Cyclone,Extreme
13,91,36,1017,341,Earthquake,Extreme
11,43,36,1010,8,Wildfire,Low
25,52,29,989,69,Landslide,Medium
41,21,5,984,378,Cyclone,Extreme
40,72,26,993,428,Earthquake,Extreme
23,87,27,1024,480,Wildfire,Extreme
11,22,4,1006,56,Earthquake,Low
26,23,38,982,328,Landslide,Extreme
48,90,24,993,375,Earthquake,Extreme
36,74,39,983,66,Earthquake,High
28,26,18,1024,266,Earthquake,High
33,59,45,1003,296,Wildfire,Extreme
32,49,41,995,344,Landslide,Extreme
14,42,31,995,424,Flood,Extreme
26,74,43,995,267,Cyclone,Extreme
13,47,22,1019,388,Earthquake,Extreme
29,36,18,1016,431,Cyclone,Extreme
12,33,31,1015,170,Earthquake,Medium
42,87,20,1001,376,Wildfire,Extreme
17,70,39,999,465,Wildfire,Extreme
37,75,2,1011,472,Flood,Extreme
47,57,22,1010,102,Earthquake,Medium
30,20,16,1002,98,Flood,Medium
20,93,21,1024,298,Wildfire,Extreme
17,32,15,1023,126,Cyclone,Medium
44,47,1,984,83,Flood,Medium
12,61,2,1000,203,Earthquake,High
45,23,10,990,448,Cyclone,Extreme
41,66,18,1004,207,Cyclone,High
38,92,42,1017,130,Flood,High
23,84,2,1015,216,Earthquake,High
39,97,21,1002,69,Landslide,Medium
35,47,10,1003,428,Flood,Extreme
38,63,32,1012,493,Earthquake,Extreme
32,83,7,995,258,Cyclone,Extreme
22,89,27,1012,450,Wildfire,Extreme
22,24,29,1011,141,Cyclone,Medium
30,53,8,1024,209,Flood,High
46,82,38,1019,339,Cyclone,Extreme
36,54,36,993,488,Flood,Extreme
26,85,33,990,122,Cyclone,High
37,87,7,1018,61,Flood,Medium
37,65,25,1002,139,Landslide,High
45,42,26,982,322,Flood,Extreme
41,58,2,1015,281,Wildfire,Extreme
10,56,41,1007,299,Cyclone,Extreme
29,58,5,987,92,Wildfire,Medium
38,69,13,988,322,Earthquake,Extreme
38,78,45,984,297,Earthquake,Extreme
34,76,16,1016,69,Landslide,Medium
46,93,18,985,375,Cyclone,Extreme
21,22,21,1003,18,Cyclone,Low
39,30,20,1003,203,Cyclone,High
34,63,38,1017,224,Wildfire,Extreme
45,50,19,1013,422,Wildfire,Extreme
14,76,16,992,351,Cyclone,Extreme
43,27,36,1021,340,Earthquake,Extreme
27,95,17,998,360,Flood,Extreme
46,94,24,982,478,Landslide,Extreme
37,56,26,987,140,Earthquake,High
23,65,6,988,324,Earthquake,Extreme
30,65,5,1002,288,Wildfire,Extreme
49,49,33,1015,183,Flood,High
30,81,39,991,191,Landslide,Extreme
40,78,24,1013,158,Wildfire,High
29,25,26,1021,314,Cyclone,Extreme
45,75,41,1014,375,Cyclone,Extreme
28,56,24,980,474,Wildfire,Extreme
40,74,4,1001,96,Landslide,Medium
17,87,7,1002,276,Flood,Extreme
43,94,4,1011,392,Cyclone,Extreme
31,97,15,999,441,Cyclone,Extreme
18,88,42,1013,332,Wildfire,Extreme
24,52,44,1008,216,Earthquake,Extreme
36,77,5,1003,107,Earthquake,Medium
11,33,6,1008,71,Cyclone,Low
48,68,17,1007,254,Earthquake,Extreme
31,54,20,992,464,Wildfire,Extreme
21,57,33,1005,261,Earthquake,Extreme
49,64,42,987,51,Flood,Medium
27,91,21,1012,57,Flood,Medium
34,98,44,989,125,Landslide,High
24,31,4,1018,228,Cyclone,High
50,48,11,983,380,Cyclone,Extreme
33,31,23,1015,318,Landslide,Extreme
36,96,14,1003,391,Wildfire,Extreme
47,60,1,999,438,Earthquake,Extreme
21,39,5,1019,32,Flood,Low
23,64,31,999,240,Cyclone,Extreme
14,38,41,1020,74,Cyclone,Medium
28,48,35,1021,30,Cyclone,Low
44,44,7,1010,151,Cyclone,Medium
34,74,10,1011,75,Wildfire,Medium
38,40,20,994,49,Flood,Medium
41,66,5,988,115,Cyclone,Medium
10,42,23,1000,139,Flood,Medium
47,49,24,990,457,Cyclone,Extreme
25,49,10,1024,113,Wildfire,Medium
46,29,39,986,28,Earthquake,Medium
15,97,31,1002,267,Wildfire,Extreme
31,26,11,1015,441,Landslide,Extreme
39,22,29,982,163,Wildfire,High
23,71,4,1009,208,Wildfire,High
33,59,24,1005,137,Landslide,High
20,25,44,993,301,Landslide,Extreme
13,44,5,991,18,Earthquake,Low
24,75,9,988,273,Wildfire,Extreme
49,24,28,993,499,Earthquake,Extreme
18,93,44,991,454,Earthquake,Extreme
34,99,6,1005,340,Earthquake,Extreme
26,46,40,1001,100,Cyclone,Medium
41,38,34,1025,457,Flood,Extreme
42,25,8,1022,66,Landslide,Low
34,38,20,1024,296,Flood,Extreme
27,34,2,989,283,Wildfire,Extreme
27,99,44,1017,176,Wildfire,Extreme
23,48,44,986,171,Earthquake,High
45,78,26,993,12,Flood,Medium
35,29,4,1025,260,Earthquake,High
35,90,39,1015,135,Wildfire,High
47,96,13,1019,21,Wildfire,Medium
20,54,14,1011,37,Landslide,Low
14,84,31,1013,274,Cyclone,Extreme
48,84,43,1012,402,Wildfire,Extreme
39,54,27,986,278,Wildfire,Extreme
34,67,12,985,99,Cyclone,Medium
43,99,34,998,78,Flood,High
50,51,6,1011,206,Cyclone,High
45,37,2,1003,321,Landslide,Extreme
13,88,31,980,333,Wildfire,Extreme
33,70,42,1006,331,Wildfire,Extreme
16,38,45,1019,469,Earthquake,Extreme
41,67,20,1015,307,Earthquake,Extreme
29,68,10,981,229,Wildfire,Extreme
32,89,10,1003,195,Landslide,High
22,56,23,999,57,Wildfire,Medium
50,25,12,1018,64,Cyclone,Low
24,74,45,1006,23,Cyclone,Medium
33,20,12,1014,446,Wildfire,Extreme
39,59,34,1009,445,Earthquake,Extreme
26,73,42,992,249,Landslide,Extreme
21,97,31,990,395,Landslide,Extreme
48,97,34,991,169,Landslide,Extreme
24,46,28,996,109,Landslide,Medium
43,42,8,1014,230,Wildfire,High
14,73,19,1020,481,Earthquake,Extreme
29,86,33,1005,181,Flood,High
19,82,33,1011,408,Earthquake,Extreme
35,90,30,996,415,Flood,Extreme
49,91,26,1020,21,Flood,Medium
38,61,44,1016,10,Flood,Medium
10,54,10,1024,500,Flood,Extreme
36,82,6,1013,371,Landslide,Extreme
32,73,27,992,134,Flood,High
21,58,17,997,408,Wildfire,Extreme
47,63,5,984,155,Earthquake,High
50,68,3,987,46,Cyclone,Medium
35,60,34,981,210,Wildfire,Extreme
30,33,4,1022,80,Wildfire,Low
23,20,34,983,471,Landslide,Extreme
31,87,24,991,240,Wildfire,Extreme
23,79,40,989,212,Flood,Extreme
45,69,5,983,206,Landslide,High
47,72,29,1020,424,Wildfire,Extreme
17,57,9,1008,9,Wildfire,Low
25,39,25,988,65,Flood,Medium
39,37,25,1004,359,Landslide,Extreme
40,73,18,987,387,Landslide,Extreme
30,86,32,1001,146,Cyclone,High
41,95,19,995,30,Flood,Medium
20,91,7,1011,491,Landslide,Extreme
21,94,32,1012,29,Landslide,Medium
34,63,6,1022,326,Wildfire,Extreme
16,47,40,1013,442,Wildfire,Extreme
47,52,19,1018,438,Cyclone,Extreme
11,31,32,1014,234,Flood,High
27,20,40,1025,128,Earthquake,Medium
21,66,1,1012,437,Wildfire,Extreme
16,89,13,994,23,Wildfire,Low
37,64,33,990,467,Landslide,Extreme
35,63,34,1018,235,Wildfire,Extreme
29,79,14,1010,199,Wildfire,High
41,33,24,1020,412,Landslide,Extreme
30,57,45,1013,50,Wildfire,Medium
22,43,41,997,496,Flood,Extreme
35,60,25,994,34,Earthquake,Medium
37,26,14,1001,374,Flood,Extreme
27,78,43,1014,410,Wildfire,Extreme
44,27,15,984,484,Earthquake,Extreme
47,35,14,989,296,Landslide,Extreme
18,93,29,990,166,Wildfire,High
19,35,7,985,466,Wildfire,Extreme
12,54,30,1020,11,Cyclone,Low
23,72,21,1010,205,Wildfire,High
27,51,23,1008,291,Cyclone,Extreme
27,50,40,982,340,Wildfire,Extreme
20,92,32,981,56,Earthquake,Medium
27,42,35,993,128,Landslide,High
40,65,32,1001,359,Earthquake,Extreme
35,80,31,1004,141,Wildfire,High
32,55,11,996,40,Earthquake,Low
33,34,12,1022,234,Landslide,High
23,41,24,997,333,Wildfire,Extreme
34,25,26,999,120,Flood,Medium
21,56,43,1008,397,Flood,Extreme
17,64,1,1012,18,Cyclone,Low
33,41,2,1005,329,Cyclone,Extreme
14,83,34,1025,151,Landslide,High
40,52,16,990,353,Earthquake,Extreme
32,44,31,987,330,Wildfire,Extreme
45,48,6,1003,331,Cyclone,Extreme
49,21,32,1005,187,Earthquake,High
26,70,9,1002,353,Landslide,Extreme
24,25,43,1024,206,Landslide,High
30,70,41,990,453,Cyclone,Extreme
14,20,13,998,307,Cyclone,Extreme
49,73,18,980,376,Landslide,Extreme
43,65,26,989,481,Earthquake,Extreme
23,29,20,995,111,Flood,Medium
27,67,34,995,449,Earthquake,Extreme
48,97,16,1006,452,Wildfire,Extreme
15,69,27,1007,219,Cyclone,High
22,46,23,1006,80,Earthquake,Medium
33,41,41,1023,221,Landslide,High
50,28,44,1021,240,Cyclone,Extreme
48,74,12,980,266,Landslide,Extreme
32,35,11,1006,422,Flood,Extreme
33,51,2,1014,236,Landslide,High
48,36,15,1010,155,Landslide,High
34,55,1,1009,210,Wildfire,High
13,49,19,981,262,Landslide,Extreme
11,79,6,1015,488,Wildfire,Extreme
23,33,14,982,231,Landslide,High
10,47,40,1021,398,Wildfire,Extreme
44,22,23,1006,194,Earthquake,High
18,68,26,1013,238,Cyclone,Extreme
34,99,42,1023,454,Earthquake,Extreme
34,63,13,983,306,Cyclone,Extreme
44,21,30,992,382,Cyclone,Extreme
42,54,18,990,159,Cyclone,High
41,86,37,986,108,Wildfire,High
35,82,44,1018,198,Landslide,Extreme
36,60,25,1016,201,Wildfire,High
19,28,22,1018,45,Landslide,Low
31,55,4,1021,469,Wildfire,Extreme
